ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,העוצמה ביחס לסף הבריאותי [%],תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,טכנולוגיית שידור
1550,סלקום,983,טנא,מגדל מים טנא עומרים,הר חברון,הר חברון,195802,587026,אנטנת עוקץ,03/04/2023,17/08/2023,21/07/2024,יש היתר,57.003,7.018,בבית פרטי ברחוב רכסים 41 קומה 1,http://documents.sviva.gov.il/B001_2_983_20230403_1525.pdf,http://documents.sviva.gov.il/B002_2_983_20230817_1531.pdf,דור 3 4 5
1551,סלקום,984,קרני שומרון,א.ת. קרני שומרון,קרני שומרון,שומרון,209659,676106,תורן קרקעי,24/01/2021,02/03/2023,01/10/2023,יש היתר,2.33,0.407,בתוך מבנה תעשייתי,http://documents.sviva.gov.il/B001_2_984_20210124_1548.pdf,http://documents.sviva.gov.il/B002_2_984_20230302_1520.pdf,דור 2 3 4
1552,סלקום,985,אלקנה,ברכת מים,אלקנה,שטח ללא שיפוט,203867,667911,תורן קרקעי,21/03/2023,21/08/2023,19/07/2023,יש היתר,2.141,0.391,קרקע,http://documents.sviva.gov.il/B001_2_985_20230321_1458.pdf,http://documents.sviva.gov.il/B002_2_985_20230821_0717.pdf,דור 2 3 4 5
1553,סלקום,987,הזורעים,צומת פוריה,הגליל התחתון,הגליל התחתון,246672,743328,תורן קרקעי,14/05/2023,23/11/2023,20/06/2023,יש היתר,2.73,0.31,קרקע,http://documents.sviva.gov.il/B001_2_987_20230514_0912.pdf,http://documents.sviva.gov.il/B002_2_987_20231123_1013.pdf,דור 2 3 4 5
1554,סלקום,988,ראשון לציון,רח` לישנסקי 17,ראשון לציון,ראשון לציון,178093,655608,תורן על הגג,07/04/2022,20/07/2022,29/05/2024,יש היתר,66.457,7.713,במבנה רחוב סחרוב 1 קומה 2,http://documents.sviva.gov.il/B001_2_988_20220407_0919.pdf,http://documents.sviva.gov.il/B002_2_988_20220720_1749.pdf,דור 2 3 4 5
1555,סלקום,991,ראשון לציון,צומת גן ורדים,ראשון לציון,ראשון לציון,180879,650562,תורן קרקעי,03/07/2014,07/05/2023,02/07/2024,יש היתר,3.21,0.52,בתוך אולם אירועים 1,http://documents.sviva.gov.il/B001_2_991_20230323_0947.pdf,http://documents.sviva.gov.il/B002_2_991_20230507_1027.pdf,דור 2 3 4
1556,סלקום,994,עין חרוד איחוד,צפונית לקיבוץ,הגלבוע,הגלבוע,237343,718991,תורן קרקעי,08/02/2018,20/08/2020,23/02/2024,יש היתר,1.63,0.22,קרקע,http://documents.sviva.gov.il/B001_2_994_20230302_1552.pdf,http://documents.sviva.gov.il/B002_2_994_20200820_1644.pdf,דור 2 3 4
1557,סלקום,997,איילת השחר,שדות הקיבוץ,הגליל העליון,איילת השחר,255229,769779,תורן קרקעי,19/02/2019,12/10/2020,30/10/2023,יש היתר,1.089,0.255,במבנה לול קרקע,http://documents.sviva.gov.il/B001_2_997_20220824_0845.pdf,http://documents.sviva.gov.il/B002_2_997_20201012_1641.pdf,דור 2 3 4
1558,סלקום,1004,אור עקיבא,קניון אורות שד` הנשיא וייצמן,אור עקיבא,אור עקיבא,193358,712026,אנטנת עוקץ,09/11/2022,01/06/2023,11/02/2024,יש היתר,65.266,7.937,במבנה תעשייה,http://documents.sviva.gov.il/B001_2_1004_20221109_1912.pdf,http://documents.sviva.gov.il/B002_2_1004_20230601_0842.pdf,דור 2 3 4 5
1559,סלקום,1005,נשר,יערות הכרמל,נשר,חסר מעמד,203453,739046,תורן קרקעי,25/08/2021,21/12/2022,23/09/2022,יש היתר,4.79,0.689,במבנה חד קומתי,http://documents.sviva.gov.il/B001_2_1005_20210825_1618.pdf,http://documents.sviva.gov.il/B002_2_1005_20221221_0945.pdf,דור 2 3 4
1560,סלקום,1008,תרום,בשטח הלולים במושב,מטה יהודה,מטה יהודה,198380,633113,תורן קרקעי,04/03/2012,29/06/2023,07/05/2023,יש היתר,1.33,0.23,על גג לללול מזרחי,http://documents.sviva.gov.il/B001_2_1008_20190514_0754.pdf,http://documents.sviva.gov.il/B002_2_1008_20230629_1234.pdf,דור 2 3 4
1561,סלקום,1009,חיפה,"רח` הפלמ""ח 51 חיפה",חיפה,חיפה,200254,743829,אנטנת עוקץ,22/08/2022,29/11/2023,26/06/2024,יש היתר,57.96,6.94,פלמח 51,http://documents.sviva.gov.il/B001_2_1009_20220822_1242.pdf,http://documents.sviva.gov.il/B002_2_1009_20231129_0946.pdf,דור 2 3 4 5
1562,סלקום,1010,קרית ביאליק,בן גוריון 63,קריית ביאליק,קרית ביאליק,208227,748896,תורן על הגג,08/01/2023,12/07/2023,28/01/2024,יש היתר,64.931,7.87,בבניין מגורים רח` בן גוריון 64,http://documents.sviva.gov.il/B001_2_1010_20230108_1140.pdf,http://documents.sviva.gov.il/B002_2_1010_20230712_1539.pdf,דור 2 3 4 5
1563,סלקום,1011,נצרת עילית,ההסתדרות-רח` אורנים 8 נצרת עילית,נצרת עילית,נצרת עילית,229944,734513,אנטנת עוקץ,21/02/2023,17/08/2023,21/05/2024,יש היתר,70.079,7.902,במבנה מגורים בבנייה קומה,http://documents.sviva.gov.il/B001_2_1011_20230221_1621.pdf,http://documents.sviva.gov.il/B002_2_1011_20230817_1537.pdf,דור 2 3 4 5
1564,סלקום,1012,קרית אתא,רח` אסף שמחוני8,קריית אתא,קרית אתא,211114,746479,תורן על הגג,17/09/2020,24/04/2023,04/11/2024,יש היתר,47.306,5.951,במבנה מגורים רחוב איינשטיין 18 קומה 4,http://documents.sviva.gov.il/B001_2_1012_20200917_1102.pdf,http://documents.sviva.gov.il/B002_2_1012_20230424_1650.pdf,דור 3 4
1565,סלקום,1014,אבן יהודה,בזק,אבן יהודה,אבן יהודה,189659,686182,תורן על הגג,18/04/2024,25/07/2024,24/06/2024,יש היתר,17.97,2.24,הרקפות 25,http://documents.sviva.gov.il/B001_2_1014_20240418_0826.pdf,http://documents.sviva.gov.il/B002_2_1014_20240725_1042.pdf,דור 2 3 4
1566,סלקום,1015,חדרה,שטח פתוח סמוך למחלף אולגה,חדרה,חדרה,190143,706263,תורן קרקעי,24/01/2021,23/11/2023,19/06/2023,יש היתר,3.046,0.496,קרקע,http://documents.sviva.gov.il/B001_2_1015_20210124_1551.pdf,http://documents.sviva.gov.il/B002_2_1015_20231123_1012.pdf,דור 2 3 4 5
1567,סלקום,1016,הרצליה,מרינה,הרצליה,הרצליה,180811,674573,תורן קרקעי,29/11/2021,08/05/2023,28/04/2024,יש היתר,62.077,7.971,במבנה קניון קומה 1,http://documents.sviva.gov.il/B001_2_1016_20211129_0730.pdf,http://documents.sviva.gov.il/B002_2_1016_20230508_0954.pdf,דור 2 3 4 5
1568,סלקום,1017,הוד השרון,רח` ישורון 29,הוד השרון,הוד השרון,190048,674039,מתקן גישה אלחוטי,10/06/2014,03/09/2024,07/08/2024,יש היתר,16.01,1.7,גג בניין מגורים ברחוב ישורון 40,http://documents.sviva.gov.il/B001_2_1017_20140610_1355.pdf,http://documents.sviva.gov.il/B002_2_1017_20240903_1320.pdf,דור 2 3 4
1569,סלקום,1019,נתניה,דרך הרכבת מוסך אגד בצמוד לכביש החוף,נתניה,נתניה,187652,691802,תורן קרקעי,26/06/2016,06/07/2020,02/07/2024,יש היתר,5.8,0.76,"בי""ס יעקב נתניה",http://documents.sviva.gov.il/B001_2_1019_20220907_1125.pdf,http://documents.sviva.gov.il/B002_2_1019_20200706_1005.pdf,דור 2 3 4 5
1570,סלקום,1022,ראשון לציון,רח יוסף ספיר 5,ראשון לציון,ראשון לציון,176645,655569,תורן על הגג,30/07/2024,01/10/2024,04/09/2024,יש היתר,50.55,6.124,במבנה תעשיה רחוב יוסף ספיר 8,http://documents.sviva.gov.il/B001_2_1022_20240730_1241.pdf,http://documents.sviva.gov.il/B002_2_1022_20241001_0928.pdf,דור 2 3 4 5
1571,סלקום,1023,כפר פינס,ליד החממות,מנשה,מנשה,200264,709449,תורן קרקעי,30/07/2024,01/10/2024,29/08/2024,יש היתר,2.545,0.452,במבנה דו קומתי קומה 1,http://documents.sviva.gov.il/B001_2_1023_20240730_0959.pdf,http://documents.sviva.gov.il/B002_2_1023_20241001_0925.pdf,דור 2 3 4 5
1572,סלקום,1024,נצרת עילית,מול שכונת בנה ביתך,נצרת עילית,נצרת עילית,231684,734384,תורן קרקעי,14/05/2023,07/08/2024,15/04/2024,יש היתר,61.667,7.634,במפלס קרקע,http://documents.sviva.gov.il/B001_2_1024_20230514_0915.pdf,http://documents.sviva.gov.il/B002_2_1024_20240807_1543.pdf,דור 2 3 4 5
1573,סלקום,1026,שלוחות,ליד חוות עדן,עמק המעיינות,בקעת בית שאן,245973,708064,תורן קרקעי,19/08/2021,29/11/2023,26/09/2023,יש היתר,2.286,0.408,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_1026_20210819_1306.pdf,http://documents.sviva.gov.il/B002_2_1026_20231129_1146.pdf,דור 2 3 4
1574,סלקום,1027,עכו,רח` יונתן החשמונאי,עכו,עכו,207899,757940,אנטנת עוקץ,19/10/2014,17/02/2020,14/03/2024,יש היתר,50.88,5.59,חדרי אירוח בית המלון,http://documents.sviva.gov.il/B001_2_1027_20141019_0750.pdf,http://documents.sviva.gov.il/B002_2_1027_20200217_1503.pdf,דור 3 4
1575,סלקום,1028,הרצליה,דוד המלך 1 / קרן היסוד 1,הרצליה,הרצליה,182750,676313,אנטנת עוקץ,22/08/2022,27/07/2023,29/01/2024,יש היתר,64.247,7.7,במבנה רחוב הרצפלד 26 קומה 1,http://documents.sviva.gov.il/B001_2_1028_20220822_1244.pdf,http://documents.sviva.gov.il/B002_2_1028_20230727_1544.pdf,דור 2 3 4 5
1576,סלקום,1029,רעננה,לב הפארק בפרדס,רעננה,רעננה,185487,677326,תורן קרקעי,07/06/2022,16/11/2023,20/06/2023,יש היתר,4.635,0.933,קרקע,http://documents.sviva.gov.il/B001_2_1029_20220607_1646.pdf,http://documents.sviva.gov.il/B002_2_1029_20231116_0851.pdf,דור 2 3 4 5
1577,סלקום,1030,יבנה,"מגדל מים ממ""ג שורק",גן רווה,חסר מעמד,171844,645035,אנטנת עוקץ,12/11/2020,09/02/2021,29/02/2024,יש היתר,45.656,5.765,במבנה קומה 2,http://documents.sviva.gov.il/B001_2_1030_20201112_1717.pdf,http://documents.sviva.gov.il/B002_2_1030_20210209_1843.pdf,דור 3 4
1578,סלקום,1031,כפר עזה,סמוך למגרש איחסון,שער הנגב,שער הנגב,155255,598336,תורן קרקעי,23/12/2012,19/08/2020,26/06/2024,יש היתר,0.56,0.07,קרקע,http://documents.sviva.gov.il/B001_2_1031_20240820_0834.pdf,http://documents.sviva.gov.il/B002_2_1031_20200819_1251.pdf,דור 2 3 4
1579,סלקום,1032,בני ציון,בכניסה לישוב תחנת דלק דור,חוף השרון,חוף השרון,189062,680747,תורן קרקעי,25/09/2019,19/08/2020,17/06/2024,יש היתר,0.37,0.06,תחנת דלק,http://documents.sviva.gov.il/B001_2_1032_20190925_1049.pdf,http://documents.sviva.gov.il/B002_2_1032_20200819_0953.pdf,דור 2 3 4
1580,סלקום,1033,פורת,חורשת אקליפטוסים,לב השרון,לב השרון,196118,688377,תורן קרקעי,28/07/2013,17/02/2020,29/05/2024,יש היתר,1.69,0.19,קרקע,http://documents.sviva.gov.il/B001_2_1033_20210629_0918.pdf,http://documents.sviva.gov.il/B002_2_1033_20200217_1512.pdf,דור 2 3 4
1581,סלקום,1034,טירה,בזק  רח` א סלאם,טירה,טירה,194803,681797,תורן על הגג,29/03/2023,28/05/2024,26/03/2024,יש היתר,63.82,7.87,בניין מגורים בז חדש צפון מזרחי,http://documents.sviva.gov.il/B001_2_1034_20230329_0944.pdf,http://documents.sviva.gov.il/B002_2_1034_20240528_1410.pdf,דור 2 3 4
1582,סלקום,1036,ברכה,כפר השומרונים הר גריזים,שומרון,שטח ללא שיפוט,225904,678819,תורן על הגג,19/09/2021,20/12/2021,01/10/2023,יש היתר,63.578,7.981,במבנה קומה 2,http://documents.sviva.gov.il/B001_2_1036_20210919_1642.pdf,http://documents.sviva.gov.il/B002_2_1036_20211220_1900.pdf,דור 2 3 4
1583,סלקום,1037,פתח תקווה,"בזק רח` קפלן 17 פ""ת",פתח תקווה,פתח תקווה,187799,666087,תורן על הגג,10/09/2014,01/07/2020,20/12/2023,יש היתר,4.96,0.57,בקומה עליונה של מבנה האנטנות,http://documents.sviva.gov.il/B001_2_1037_20140910_1046.pdf,http://documents.sviva.gov.il/B002_2_1037_20200701_1729.pdf,דור 2 3 4
1584,סלקום,1041,ירושלים,משטרת ישראלרח` דך שכם / רח` קלרמון גאנו 1,ירושלים,ירושלים,222106,633908,אנטנה משתפלת,31/07/2016,11/12/2022,15/01/2024,יש היתר,13.25,1.43,מתחת לגג קומה עליונה,http://documents.sviva.gov.il/B001_2_1041_20230326_1123.pdf,http://documents.sviva.gov.il/B002_2_1041_20221211_1054.pdf,דור 2 3 4
1585,סלקום,1043,תל אביב -יפו,בזק -רח` לבונטין,תל אביב -יפו,תל אביב יפו,179012,663380,אנטנת עוקץ,19/05/2022,02/01/2023,27/06/2024,יש היתר,45.056,5.12,במבנה מגורים רחוב לבונטין 24,http://documents.sviva.gov.il/B001_2_1043_20220519_1723.pdf,http://documents.sviva.gov.il/B002_2_1043_20230102_1400.pdf,דור 2 3 4 5
1586,סלקום,1045,הוד השרון,א.ת. גיל עמל הוד השרון הפטיש 8,הוד השרון,הוד השרון,192657,673603,אנטנת עוקץ,02/06/2014,17/06/2020,27/03/2024,יש היתר,49.97,5.32,הפטיש 4,http://documents.sviva.gov.il/B001_2_1045_20140602_0816.pdf,http://documents.sviva.gov.il/B002_2_1045_20200617_2005.pdf,דור 2 3 4
1587,סלקום,1048,נתניה,רח` יעקב שיפר,נתניה,נתניה,185873,687572,מתקן גישה אלחוטי,09/02/2022,03/08/2023,12/05/2024,יש היתר,15.467,2.021,במפלס גג שכן,http://documents.sviva.gov.il/B001_2_1048_20220209_1806.pdf,http://documents.sviva.gov.il/B002_2_1048_20230803_1230.pdf,דור 2 3 4
1588,סלקום,1049,קדימה-צורן,קניון קדימה רח` בן צבי,קדימה-צורן,צורן קדימה,191877,686630,תורן על הגג,03/06/2024,05/09/2024,13/08/2024,יש היתר,42.778,5.774,מבנה מגורים ברחוב בן צבי 76,http://documents.sviva.gov.il/B001_2_1049_20240603_1009.pdf,http://documents.sviva.gov.il/B002_2_1049_20240905_1427.pdf,דור 2 3 4 5
1589,סלקום,1053,רמת גן,ככר אורדע רמת גן,רמת גן,רמת גן,182649,665711,תורן קרקעי,13/06/2022,27/07/2023,16/02/2023,יש היתר,60.26,7.918,במבנה רחוב הרצל 51 קומה 4,http://documents.sviva.gov.il/B001_2_1053_20220613_1252.pdf,http://documents.sviva.gov.il/B002_2_1053_20230727_1544.pdf,דור 2 3 4 5
1590,סלקום,4492,קרית ארבע,רמת ממרא גבעת חרסינה,קריית ארבע,הר חברון,211411,606028,תורן קרקעי,03/04/2023,24/07/2024,21/07/2024,יש היתר,55.774,7.543,במבנה רחוב יוני נתניהו 23 קומה 4,http://documents.sviva.gov.il/B001_2_4492_20230403_1758.pdf,http://documents.sviva.gov.il/B002_2_4492_20240724_1324.pdf,דור 2 3 4 5
1591,סלקום,4493,ירושלים,בית העלמין רח` חט` הראל פינת שמואל הנביא,ירושלים,ירושלים,220929,633694,תורן על הגג,07/05/2023,16/11/2023,29/05/2024,יש היתר,69.72,7.93,ב חטיבת הראל 3,http://documents.sviva.gov.il/B001_2_4493_20230507_1732.pdf,http://documents.sviva.gov.il/B002_2_4493_20231116_0755.pdf,דור 2 3 4 5
1592,סלקום,4496,נתיב הגדוד,בכניסה לישוב,ערבות הירדן,ערבות הירדן,243039,655078,תורן קרקעי,03/05/2023,27/08/2023,17/06/2024,יש היתר,12.424,1.908,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_4496_20230503_1311.pdf,http://documents.sviva.gov.il/B002_2_4496_20230827_1525.pdf,דור 2 3 4
1593,סלקום,4498,כפר יונה,פרדס מהדרין דרומית לרח` דן,כפר יונה,כפר יונה,193103,690473,תורן קרקעי,30/05/2018,24/07/2024,17/06/2024,יש היתר,1.86,0.21,קרקע,http://documents.sviva.gov.il/B001_2_4498_20180530_1339.pdf,http://documents.sviva.gov.il/B002_2_4498_20240724_1322.pdf,דור 2 3 4
1594,סלקום,4499,ראשון לציון,רח` הנחשול 30,ראשון לציון,ראשון לציון,179517,654686,מתקן גישה אלחוטי,11/06/2014,10/02/2020,30/04/2024,יש היתר,9,0.98,מתחת לגג קומה עליונה,http://documents.sviva.gov.il/B001_2_4499_20240725_1124.pdf,http://documents.sviva.gov.il/B002_2_4499_20200210_1002.pdf,דור 2 3 4
1595,סלקום,4501,חיפה,רח` בית אלפא 17,חיפה,חיפה,205619,748746,אנטנת עוקץ,16/03/2015,25/05/2022,21/10/2024,יש היתר,47.59,6.98,בתוך קומה עליונה של מבנה מגורים ברחוב בית אלפא 21,http://documents.sviva.gov.il/B001_2_4501_20230911_1803.pdf,http://documents.sviva.gov.il/B002_2_4501_20220525_1604.pdf,דור 3 4
1596,סלקום,4503,חיפה,"מתחם חוף כאן שד` מח""ל",חיפה,חיפה,205631,749388,תורן קרקעי,01/12/2014,01/10/2024,28/07/2024,יש היתר,36.869,6.313,במבנה,http://documents.sviva.gov.il/B001_2_4503_20141201_0907.pdf,http://documents.sviva.gov.il/B002_2_4503_20241001_0907.pdf,דור 3 4
1597,סלקום,4507,כפר ביאליק,דרומית לכביש 781,זבולון,כפר ביאליק,207861,746732,תורן קרקעי,18/08/2014,20/07/2020,09/10/2024,יש היתר,5.076,1.087,במבנה ק. קרקע,http://documents.sviva.gov.il/B001_2_4507_20140818_0738.pdf,http://documents.sviva.gov.il/B002_2_4507_20200720_1608.pdf,דור 2 3 4
1598,סלקום,4509,קרית מוצקין,שד` גושן 1,קריית מוצקין,קרית מוצקין,207707,747710,אנטנת עוקץ,28/07/2021,29/10/2023,01/09/2024,יש היתר,54.97,7.334,במבנה רחוב דבורה 12 קומה 3,http://documents.sviva.gov.il/B001_2_4509_20210728_1706.pdf,http://documents.sviva.gov.il/B002_2_4509_20231029_1119.pdf,דור 2 3 4 5
1599,סלקום,4510,חיפה,מכללת ישראל הרב אנקווה,חיפה,חיפה,196499,747063,מתקן גישה אלחוטי,05/08/2014,23/02/2020,09/05/2024,יש היתר,8.28,1.73,בית כנסת ברחוב אנקואה 3,http://documents.sviva.gov.il/B001_2_4510_20240225_1700.pdf,http://documents.sviva.gov.il/B002_2_4510_20200223_1619.pdf,דור 3 4
1600,סלקום,4512,קרית ים,רח` גיורא יוספטל 24,קריית ים,קרית ים,206492,750723,אנטנה משתפלת,18/04/2024,24/07/2024,24/06/2024,יש היתר,36.595,5.041,במבנה מגורים רחוב ספיר פנחס 13 קומה 8,http://documents.sviva.gov.il/B001_2_4512_20240418_0823.pdf,http://documents.sviva.gov.il/B002_2_4512_20240724_1320.pdf,דור 2 3 4 5
