ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה,היתר קרינה,עוצמה מרבית תיאורטית בµW לסמר,העוצמה ביחס לסף הבריאותי [%],תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,טכנולוגיית שידור
1475,סלקום,4447,ירושלים,אליהו מרידור 42,ירושלים,ירושלים,223653,635897,אנטנת עוקץ,06/05/2024,28/07/2024,29/05/2024,יש היתר,64.7,7.52,מרפסת גג שכן מזרחי,http://documents.sviva.gov.il/B001_2_4447_20240506_1105.pdf,http://documents.sviva.gov.il/B002_2_4447_20240728_1014.pdf,דור 2 3 4
1476,סלקום,4453,חולתה,כ-450 מ` דרומית לכביש 9119,הגליל העליון,הגליל העליון,256108,772564,תורן קרקעי,17/07/2011,03/10/2021,19/07/2023,יש היתר,2.27,0.47,קרקע,http://documents.sviva.gov.il/B001_2_4453_20230131_1125.pdf,http://documents.sviva.gov.il/B002_2_4453_20211003_1503.pdf,דור 3 4
1477,סלקום,4460,מבשרת ציון,רח` נופך 4 מבשרת ציון,מבשרת ציון,מבשרת ציון,215417,634943,מתקן גישה אלחוטי,02/08/2017,10/08/2022,04/04/2024,יש היתר,39.76,6.667,בקומה מתחת,http://documents.sviva.gov.il/B001_2_4460_20170802_0840.pdf,http://documents.sviva.gov.il/B002_2_4460_20220810_1057.pdf,דור 3 4
1478,סלקום,4461,רגבה,מתחם ביג מזרחית לכביש 4,מטה אשר,מטה אשר,209256,764238,תורן על הגג,28/01/2016,20/07/2020,04/11/2024,יש היתר,37.37,4.61,בתוך המבנה מתחת לגג,http://documents.sviva.gov.il/B001_2_4461_20220530_1303.pdf,http://documents.sviva.gov.il/B002_2_4461_20200720_1605.pdf,דור 2 3 4
1479,סלקום,4464,אילת,מלון עדי טיילת אילת,אילת,אילת,194847,384851,אנטנה משתפלת,13/05/2021,30/07/2023,18/03/2024,יש היתר,26.61,6.688,בקומה מתחת - מרפסת חדר במלון,http://documents.sviva.gov.il/B001_2_4464_20220222_1747.pdf,http://documents.sviva.gov.il/B002_2_4464_20230730_0956.pdf,דור 2 3 4
1480,סלקום,4476,באקה אל-גרביה,מחלף כביש 6,באקה אל-גרביה,באקה ג'ת,202602,702147,תורן קרקעי,05/12/2022,15/01/2023,21/10/2024,יש היתר,2.36,0.26,מבנה מגורים לבן,http://documents.sviva.gov.il/B001_2_4476_20221205_1232.pdf,http://documents.sviva.gov.il/B002_2_4476_20230115_1511.pdf,דור 2 3 4 5
1481,סלקום,4477,להבות חביבה,צומת מגל כביש 5815,מנשה,מנשה,202015,699457,תורן קרקעי,25/11/2020,03/08/2023,27/03/2023,יש היתר,3.77,0.43,קרקע,http://documents.sviva.gov.il/B001_2_4477_20201125_1449.pdf,http://documents.sviva.gov.il/B002_2_4477_20230803_1216.pdf,דור 2 3 4 5
1482,סלקום,4482,רגבים,רגבים,מנשה,מנשה,204932,714488,תורן קרקעי,21/11/2022,30/07/2023,08/02/2023,יש היתר,5.066,0.658,קרקע,http://documents.sviva.gov.il/B001_2_4482_20221121_0918.pdf,http://documents.sviva.gov.il/B002_2_4482_20230730_0956.pdf,דור 2 3 4 5
1483,סלקום,21925,נווה זוהר,עין בוקק בים המלח,תמר,תמר,234867,563999,אנטנת עוקץ,10/11/2022,16/03/2023,28/01/2024,יש היתר,29.169,5.651,במפלס גג,http://documents.sviva.gov.il/B001_2_21925_20221110_1430.pdf,http://documents.sviva.gov.il/B002_2_21925_20230316_1037.pdf,דור 3 4 5
1484,סלקום,21929,זרזיר,סמוך לכביש 77במחלף זרזיר,עמק יזרעאל,עמק יזרעאל,220065,737727,תורן קרקעי,03/01/2021,06/12/2021,05/09/2021,יש היתר,25.413,3.341,בחנות מנטה,http://documents.sviva.gov.il/B001_2_21929_20210103_0723.pdf,http://documents.sviva.gov.il/B002_2_21929_20211206_0801.pdf,דור 3 4
1485,סלקום,21932,דבוריה,בסמוך לחממות,דבוריה,דבוריה,234011,732180,אנטנה משתפלת,24/08/2022,04/01/2024,26/11/2023,יש היתר,10.134,2.316,מכולה,http://documents.sviva.gov.il/B001_2_21932_20220824_0849.pdf,http://documents.sviva.gov.il/B002_2_21932_20240104_0807.pdf,דור 2 3 4
1486,סלקום,21939,בני ברק,ברחוב נורק 46 בבני ברק,בני ברק,בני ברק,185419,667421,תורן על הגג,29/02/2024,24/07/2024,15/07/2024,יש היתר,68.978,7.636,במבנה רחוב אביעד 1,http://documents.sviva.gov.il/B001_2_21939_20240229_0750.pdf,http://documents.sviva.gov.il/B002_2_21939_20240724_1019.pdf,דור 2 3 4
1487,סלקום,21950,ירושלים,כפר עקב,שטח ללא שיפוט,ירושלים,220947,641765,אנטנת עוקץ,04/01/2018,01/09/2020,07/04/2024,יש היתר,61.3,8.05,מבנה דרומי,http://documents.sviva.gov.il/B001_2_21950_20200617_2042.pdf,http://documents.sviva.gov.il/B002_2_21950_20200901_0939.pdf,דור 2 3 4
1488,סלקום,21952,נהריה,קניון ארנה צומת נהריה,נהריה,נהריה,209713,767787,אתר זעיר פנימי,06/12/2021,18/05/2023,28/03/2023,יש היתר,21.342,4.474,רצפה,http://documents.sviva.gov.il/B001_2_21952_20211206_1022.pdf,http://documents.sviva.gov.il/B002_2_21952_20230518_1434.pdf,דור 3 4
1489,סלקום,21964,ציפורי,חממות ציפורי,עמק יזרעאל,עמק יזרעאל,227371,738700,תורן קרקעי,20/06/2022,28/08/2022,30/06/2024,יש היתר,3.876,0.538,במבנה חממה קרקע,http://documents.sviva.gov.il/B001_2_21964_20220620_1700.pdf,http://documents.sviva.gov.il/B002_2_21964_20220828_1815.pdf,דור 3 4 5
1490,סלקום,21967,ראשון לציון,"רח` חלוצי יסוד המעלה 7 ראשל""צ",ראשון לציון,ראשון לציון,181970,652046,תורן על הגג,19/02/2019,23/02/2020,14/10/2024,יש היתר,40.077,4.85,במבנה מגורים ברחוב חלוצי יסוד המעלה 5 קומה 6,http://documents.sviva.gov.il/B001_2_21967_20240606_0814.pdf,http://documents.sviva.gov.il/B002_2_21967_20200223_1736.pdf,דור 2 3 4
1491,סלקום,21973,צפת,בזק רח` החלוץ,צפת,צפת,246769,763187,תורן על הגג,21/09/2014,11/02/2020,29/02/2024,יש היתר,27.463,3.42,בבית ספר ק. 3,http://documents.sviva.gov.il/B001_2_21973_20140921_0758.pdf,http://documents.sviva.gov.il/B002_2_21973_20200211_1731.pdf,דור 2 3 4
1492,סלקום,21974,חדרה,שטח חקלאי פתוח ליד כפר ברנדייס,חדרה,חדרה,193296,702946,תורן קרקעי,06/05/2024,13/06/2024,05/06/2024,יש היתר,3.8,0.43,מבנים ליד מתחם בריכת מים,http://documents.sviva.gov.il/B001_2_21974_20240506_1037.pdf,http://documents.sviva.gov.il/B002_2_21974_20240613_0923.pdf,דור 3 4 5
1493,סלקום,21975,תל אביב -יפו,"רח` חובות הלבבות 30 ת""א",תל אביב -יפו,תל אביב יפו,179028,662284,תורן על הגג,02/03/2023,08/08/2023,01/05/2024,יש היתר,67.53,7.83,"הראב""ע 16 קומה עליונה",http://documents.sviva.gov.il/B001_2_21975_20230302_1625.pdf,http://documents.sviva.gov.il/B002_2_21975_20230808_1015.pdf,דור 2 3 4 5
1494,סלקום,21979,דימונה,צפונית לשכונת ממשית דימונה,דימונה,דימונה,203796,552287,תורן קרקעי,09/08/2015,30/05/2021,21/02/2024,יש היתר,32.441,4.16,במבנה מגורים,http://documents.sviva.gov.il/B001_2_21979_20150809_1547.pdf,http://documents.sviva.gov.il/B002_2_21979_20210530_1743.pdf,דור 2 3 4
1495,סלקום,21981,טלמון,בין הישוב טלמון א` לישוב טלמון ב`,מטה בנימין,מטה בנימין,212593,651077,תורן קרקעי,11/07/2017,04/05/2021,03/01/2023,יש היתר,8.002,1.254,בבית ספר - קומה 1,http://documents.sviva.gov.il/B001_2_21981_20170711_0754.pdf,http://documents.sviva.gov.il/B002_2_21981_20210504_1628.pdf,דור 2 3 4
1496,סלקום,21985,משואות יצחק,מפעל עלבד מושב משואות יצחק,שפיר,משואות יצחק,170489,624009,אתר זעיר פנימי,09/02/2022,29/03/2023,21/12/2022,יש היתר,29.505,5.713,רצפה,http://documents.sviva.gov.il/B001_2_21985_20220209_1828.pdf,http://documents.sviva.gov.il/B002_2_21985_20230329_1323.pdf,דור 3 4
1497,סלקום,21992,באר שבע,מדרחוב התקווה 5,באר שבע,באר שבע,180823,572828,אתר זעיר פנימי,17/11/2021,29/03/2023,27/12/2022,יש היתר,27.155,5.534,רצפה,http://documents.sviva.gov.il/B001_2_21992_20211117_1329.pdf,http://documents.sviva.gov.il/B002_2_21992_20230329_1337.pdf,דור 3 4
1498,סלקום,21997,קרית אתא,רח` קרן היסוד איקאה קרית אתא,קריית אתא,קרית אתא,207420,746040,אתר זעיר פנימי,23/11/2014,28/05/2024,23/05/2024,יש היתר,35.296,5.61,רצפה,http://documents.sviva.gov.il/B001_2_21997_20141123_0934.pdf,http://documents.sviva.gov.il/B002_2_21997_20240528_1403.pdf,דור 3 4
1499,סלקום,21999,תל אביב -יפו,רח` הארבעה 6 תל אביב.,תל אביב -יפו,תל אביב יפו,180068,664215,אתר זעיר פנימי,27/04/2020,22/03/2022,14/03/2022,יש היתר,22.756,4.625,רצפה,http://documents.sviva.gov.il/B001_2_21999_20200427_1113.pdf,http://documents.sviva.gov.il/B002_2_21999_20220322_1102.pdf,דור 2 3 4
1500,סלקום,22000,תל אביב -יפו,רח` וייצמן פינת רח` ברקוביץ`,תל אביב -יפו,תל אביב יפו,180125,664988,אתר זעיר פנימי,15/10/2015,01/11/2023,09/07/2023,יש היתר,32.944,6.534,רצפה,http://documents.sviva.gov.il/B001_2_22000_20151015_0936.pdf,http://documents.sviva.gov.il/B002_2_22000_20231101_0948.pdf,דור 3 4
1501,סלקום,22001,באר שבע,באצטדיון טוטו טרנר- היכל הספורט הקונכייה רח`` האצל 2 באר שבע.,באר שבע,באר שבע,178482,575525,אתר זעיר פנימי,16/05/2023,05/09/2023,29/08/2023,יש היתר,31.092,3.207,רצפה,http://documents.sviva.gov.il/B001_2_22001_20230516_0924.pdf,http://documents.sviva.gov.il/B002_2_22001_20230905_0733.pdf,דור 3 4 5
1502,סלקום,22002,כפר סבא,"שד` מנחם בגין כפ""ס",כפר סבא,כפר סבא,189955,677650,אתר זעיר פנימי,09/07/2014,11/03/2024,04/02/2024,יש היתר,40.68,6.774,רצפה,http://documents.sviva.gov.il/B001_2_22002_20140709_1246.pdf,http://documents.sviva.gov.il/B002_2_22002_20240311_1504.pdf,דור 3 4
1503,סלקום,22006,רמת ישי,מחלף ישי,עמק יזרעאל,עמק יזרעאל,214702,734952,תורן קרקעי,26/01/2023,16/08/2023,04/04/2023,יש היתר,79.453,9.465,קרקע,http://documents.sviva.gov.il/B001_2_22006_20230126_1313.pdf,http://documents.sviva.gov.il/B002_2_22006_20230816_1154.pdf,דור 2 3 4 5
1504,סלקום,22007,טורעאן,כביש 77 דרומית לתורעאן,טורעאן,טורעאן,235672,741063,תורן קרקעי,18/12/2022,01/08/2023,28/02/2023,יש היתר,8.83,1.46,קרקע,http://documents.sviva.gov.il/B001_2_22007_20221218_1050.pdf,http://documents.sviva.gov.il/B002_2_22007_20230801_0935.pdf,דור 2 3 4 5
1505,סלקום,22018,זכרון יעקב,רח` יאיר 1,זכרון יעקב,זכרון יעקב,195180,720492,אתר זעיר פנימי,09/02/2022,01/03/2023,13/11/2022,יש היתר,33.308,6.85,רצפה,http://documents.sviva.gov.il/B001_2_22018_20220209_1829.pdf,http://documents.sviva.gov.il/B002_2_22018_20230301_0840.pdf,דור 3 4
1506,סלקום,22021,תל אביב -יפו,רחוב הרכבת 58- 60,תל אביב -יפו,תל אביב יפו,179586,663070,אתר זעיר פנימי,21/06/2015,02/07/2020,28/03/2022,יש היתר,23.387,4.692,רצפה,http://documents.sviva.gov.il/B001_2_22021_20211014_1612.pdf,http://documents.sviva.gov.il/B002_2_22021_20200702_1206.pdf,דור 3 4
1507,סלקום,22023,ירושלים,מרכז שרובר לתרבות רחוב נעמי ירושלים,ירושלים,ירושלים,221476,629958,אתר זעיר פנימי,18/04/2022,29/03/2023,21/12/2022,יש היתר,23.556,4.71,רצפה,http://documents.sviva.gov.il/B001_2_22023_20220418_1502.pdf,http://documents.sviva.gov.il/B002_2_22023_20230329_1339.pdf,דור 3 4
1508,סלקום,22025,תל אביב -יפו,רח` הירקון 99,תל אביב -יפו,תל אביב יפו,178233,665213,אנטנת עוקץ,26/04/2021,05/06/2023,28/04/2024,יש היתר,38.087,6.287,בבניין מגורים ירקון 105,http://documents.sviva.gov.il/B001_2_22025_20230911_1743.pdf,http://documents.sviva.gov.il/B002_2_22025_20230605_1302.pdf,דור 3 4
1509,סלקום,22034,אספר,בשולי כביש גישה לישוב אספר,גוש עציון,גוש עציון,217982,610836,תורן קרקעי,02/04/2020,02/09/2020,27/08/2024,יש היתר,0.643,0.147,במבנה תעשייה קומת קרקע,http://documents.sviva.gov.il/B001_2_22034_20200402_1016.pdf,http://documents.sviva.gov.il/B002_2_22034_20200902_1100.pdf,דור 2 3 4
1510,סלקום,22035,חיפה,"קמפוס מערבי בי""ח רמב""ם חיפה",חיפה,חיפה,199050,748703,אתר זעיר פנימי,05/02/2020,01/03/2023,05/09/2024,יש היתר,19.872,3.964,רצפה,http://documents.sviva.gov.il/B001_2_22035_20200205_1116.pdf,http://documents.sviva.gov.il/B002_2_22035_20230301_0841.pdf,דור 3 4
1511,סלקום,22038,שוהם,שטראוס היטק פארק שהם,חבל מודיעין,חבל מודיעין,196329,657970,אתר זעיר פנימי,01/09/2014,06/08/2024,31/07/2024,יש היתר,26.672,4.601,רצפה,http://documents.sviva.gov.il/B001_2_22038_20210629_1044.pdf,http://documents.sviva.gov.il/B002_2_22038_20240806_1116.pdf,דור 3 4
1512,סלקום,22041,טבריה,קניון BIG FASHION רח` יהודה הלוי,טבריה,טבריה,250300,744066,אתר זעיר פנימי,22/07/2015,27/08/2023,08/05/2023,יש היתר,49.455,7.121,רצפה,http://documents.sviva.gov.il/B001_2_22041_20210321_1804.pdf,http://documents.sviva.gov.il/B002_2_22041_20230827_1113.pdf,דור 3 4
1513,סלקום,22044,תל אביב -יפו,רוטשילד 22 תל אביב,תל אביב -יפו,תל אביב יפו,178583,663371,אתר זעיר פנימי,29/11/2021,05/12/2022,30/08/2022,יש היתר,23.532,4.708,רצפה,http://documents.sviva.gov.il/B001_2_22044_20211129_1340.pdf,http://documents.sviva.gov.il/B002_2_22044_20221205_0950.pdf,דור 3 4
1514,סלקום,22047,קיסריה,רח` השיטה 8 פארק תעשיות קיסריה הדרומי,חוף הכרמל,קיסריה,194711,708971,אתר זעיר פנימי,09/02/2022,18/05/2023,04/01/2023,יש היתר,19.643,1.964,רצפה,http://documents.sviva.gov.il/B001_2_22047_20220209_1833.pdf,http://documents.sviva.gov.il/B002_2_22047_20230518_1438.pdf,דור 3 4
1515,סלקום,22050,מודיעין-מכבים-רעות,רח` צלע ההר 44 מודיעין,מודיעין-מכבים-רעות,מודיעין מכבים רעות,196700,647340,אתר זעיר פנימי,19/09/2022,22/05/2023,26/03/2023,יש היתר,30.127,6.086,רצפה,http://documents.sviva.gov.il/B001_2_22050_20220919_1641.pdf,http://documents.sviva.gov.il/B002_2_22050_20230522_1314.pdf,דור 3 4
1516,סלקום,22052,ראשון לציון,"רח` אברהם בומה שביט אזה""ת מעויין שורק",ראשון לציון,ראשון לציון,177658,650766,אתר זעיר פנימי,19/10/2014,02/07/2020,23/12/2019,יש היתר,37.757,5.481,רצפה,http://documents.sviva.gov.il/B001_2_22052_20210629_1045.pdf,http://documents.sviva.gov.il/B002_2_22052_20200702_1207.pdf,דור 3 4
1517,סלקום,22053,קרית גת,בניין LC2 אינטל פארק תעשיות רבין קרית גת,קריית גת,קרית גת,179840,612004,אתר זעיר פנימי,20/03/2019,28/05/2024,20/05/2024,יש היתר,30.418,5.739,רצפה,http://documents.sviva.gov.il/B001_2_22053_20190320_1912.pdf,http://documents.sviva.gov.il/B002_2_22053_20240528_1401.pdf,דור 3 4
1518,סלקום,22056,נצרת עילית,מרכז המזון רחוב העבודה 1 נצרת עילית,נצרת עילית,נצרת עילית,231814,735435,אתר זעיר פנימי,19/10/2014,03/06/2024,15/04/2024,יש היתר,28.876,5.317,רצפה,http://documents.sviva.gov.il/B001_2_22056_20141019_0814.pdf,http://documents.sviva.gov.il/B002_2_22056_20240603_1003.pdf,דור 3 4
1519,סלקום,22057,ירכא,מרכז המזון ירכא כביש 8533,ירכא,ירכא,216675,761391,אתר זעיר פנימי,30/12/2015,21/08/2024,22/07/2024,יש היתר,26.675,3.924,רצפה,http://documents.sviva.gov.il/B001_2_22057_20200617_1916.pdf,http://documents.sviva.gov.il/B002_2_22057_20240821_0849.pdf,דור 3 4
1520,סלקום,22058,תל אביב -יפו,בנין חיל הים הקריה,תל אביב -יפו,תל אביב יפו,180020,664793,אתר זעיר פנימי,26/06/2014,29/03/2023,29/12/2022,יש היתר,38.424,5.961,רצפה,http://documents.sviva.gov.il/B001_2_22058_20140626_1436.pdf,http://documents.sviva.gov.il/B002_2_22058_20230329_1347.pdf,דור 3 4
1521,סלקום,22059,ירושלים,א-אראם מערב,ירושלים,מטה בנימין,221538,639989,אנטנת עוקץ,13/07/2020,18/06/2024,18/04/2024,יש היתר,30.21,7.39,קומה עליונה,http://documents.sviva.gov.il/B001_2_22059_20200713_1218.pdf,http://documents.sviva.gov.il/B002_2_22059_20240618_0809.pdf,דור 2 3 4
1522,סלקום,22061,אילת,אוגמר 80,אילת,חבל אילות,190561,386587,אנטנת עוקץ,20/10/2014,02/07/2020,30/05/2024,יש היתר,0.69,0.07,בתוך הבונקר,http://documents.sviva.gov.il/B001_2_22061_20240326_0952.pdf,http://documents.sviva.gov.il/B002_2_22061_20200702_1208.pdf,דור 3 4
1523,סלקום,22062,ראשון לציון,"קניון הזהב (אגף חדש) ראשל""צ",ראשון לציון,ראשון לציון,178820,655317,אתר זעיר פנימי,26/01/2015,27/08/2023,14/05/2023,יש היתר,38.163,6.261,רצפה,http://documents.sviva.gov.il/B001_2_22062_20150126_1458.pdf,http://documents.sviva.gov.il/B002_2_22062_20230827_1106.pdf,דור 3 4
1524,סלקום,22067,עין גדי,במלון עין גדי בקיבוץ עין גדי,תמר,תמר,236996,595933,מתקן גישה אלחוטי,12/08/2018,16/08/2023,28/01/2024,יש היתר,6.131,1.377,בקומה מתחת לגג,http://documents.sviva.gov.il/B001_2_22067_20180812_1106.pdf,http://documents.sviva.gov.il/B002_2_22067_20230816_0821.pdf,דור 2 3 4
1525,סלקום,22069,קרית גת,בניין LC1 אינטל פארק תעשיות רבין קרית גת,קריית גת,קרית גת,179850,612005,אתר זעיר פנימי,07/08/2016,22/05/2023,27/03/2024,יש היתר,31.521,6.37,רצפה,http://documents.sviva.gov.il/B001_2_22069_20160807_1208.pdf,http://documents.sviva.gov.il/B002_2_22069_20230522_1317.pdf,דור 4
1526,סלקום,22073,ירושלים,כביש 50 צפונית לבית חנינא,שטח ללא שיפוט,מטה בנימין,220188,638690,תורן קרקעי,11/08/2021,18/12/2022,11/12/2022,יש היתר,3.922,0.583,קרקע,http://documents.sviva.gov.il/B001_2_22073_20240718_1127.pdf,http://documents.sviva.gov.il/B002_2_22073_20221218_1102.pdf,דור 2 3 4
1527,סלקום,22074,תל אביב -יפו,בניין מאייר רחוב רוטשליד 34,תל אביב -יפו,תל אביב יפו,178751,663419,אתר זעיר פנימי,29/03/2016,04/05/2021,12/04/2022,יש היתר,17.733,3.475,רצפה,http://documents.sviva.gov.il/B001_2_22074_20211222_1200.pdf,http://documents.sviva.gov.il/B002_2_22074_20210504_1629.pdf,דור 3 4
1528,סלקום,22075,רמת גן,מגדל אמות אטריום דרך זאב ז`בוטינסקי 2,רמת גן,רמת גן,181408,665544,אתר זעיר פנימי,29/11/2021,18/05/2023,02/01/2023,יש היתר,20.519,4.021,רצפה,http://documents.sviva.gov.il/B001_2_22075_20211129_0734.pdf,http://documents.sviva.gov.il/B002_2_22075_20230518_1441.pdf,דור 3 4
1529,סלקום,22077,תל אביב -יפו,רח` אבן גבירול 69,תל אביב -יפו,תל אביב יפו,179483,665412,אתר זעיר פנימי,14/07/2014,24/09/2024,15/07/2024,יש היתר,25.975,3.978,רצפה,http://documents.sviva.gov.il/B001_2_22077_20140714_1433.pdf,http://documents.sviva.gov.il/B002_2_22077_20240924_0859.pdf,דור 3 4
1530,סלקום,22079,גליל ים,נווה אמירים קיבוץ גליל ים,רמת השרון,גליל ים,183706,673494,תורן קרקעי,13/11/2014,03/08/2020,30/09/2024,יש היתר,2.391,0.562,במבנה קרקע,http://documents.sviva.gov.il/B001_2_22079_20210124_1556.pdf,http://documents.sviva.gov.il/B002_2_22079_20200803_1000.pdf,דור 3 4
1531,סלקום,22085,בית שמש,"ברחוב האדמו""ר מבעלז 3 בית שמש",בית שמש,בית שמש,199356,626586,אנטנת עוקץ,16/02/2023,05/06/2023,09/05/2024,יש היתר,66.064,7.627,במבנה רחוב רבי יהושע 6 קומה 7,http://documents.sviva.gov.il/B001_2_22085_20230216_1211.pdf,http://documents.sviva.gov.il/B002_2_22085_20230605_1303.pdf,דור 2 3 4 5
1532,סלקום,22086,רמלה,קניון עזריאלי שד` דוד רזיאל פינת רח` שמשון הגיבור,רמלה,רמלה,187263,648129,אתר זעיר פנימי,03/12/2014,03/08/2020,11/12/2019,יש היתר,39.98,6.152,רצפה,http://documents.sviva.gov.il/B001_2_22086_20141203_1620.pdf,http://documents.sviva.gov.il/B002_2_22086_20200803_1005.pdf,דור 3 4
1533,סלקום,22088,תל אביב -יפו,רח` הארבעה 30 - 28,תל אביב -יפו,תל אביב יפו,180003,664162,אתר זעיר פנימי,19/11/2017,30/04/2023,29/01/2023,יש היתר,17.533,3.454,רצפה,http://documents.sviva.gov.il/B001_2_22088_20171119_0920.pdf,http://documents.sviva.gov.il/B002_2_22088_20230430_1501.pdf,דור 3 4
1534,סלקום,22090,הרצליה,רח` החושלים 10 - 8,הרצליה,הרצליה,181888,674051,אתר זעיר פנימי,10/11/2021,19/05/2024,02/05/2024,יש היתר,39.561,7.349,רצפה,http://documents.sviva.gov.il/B001_2_22090_20211110_1706.pdf,http://documents.sviva.gov.il/B002_2_22090_20240519_0900.pdf,דור 3 4
1535,סלקום,22091,באר שבע,שדה צפוני לחווה הנמצאית מערבית לבאר שבע,באר שבע,חסר מעמד,176034,575951,תורן קרקעי,11/08/2016,14/12/2021,03/06/2024,יש היתר,11.61,1.33,קרקע,http://documents.sviva.gov.il/B001_2_22091_20230515_1309.pdf,http://documents.sviva.gov.il/B002_2_22091_20211214_1807.pdf,דור 3 4
1536,סלקום,955,ראשון לציון,בזק משרדים רח` הרצל,ראשון לציון,ראשון לציון,181593,652971,אנטנה משתפלת,30/03/2022,17/08/2023,19/06/2024,יש היתר,71.54,7.91,מוהליבר 48,http://documents.sviva.gov.il/B001_2_955_20220330_0934.pdf,http://documents.sviva.gov.il/B002_2_955_20230817_1530.pdf,דור 2 3 4 5
1538,סלקום,959,גבעת שמואל,דרך רבין גבעת שמואל,גבעת שמואל,גבעת שמואל,186904,665067,תורן קרקעי,21/10/2020,03/01/2021,18/06/2024,יש היתר,17.114,2.553,קרקע,http://documents.sviva.gov.il/B001_2_959_20210728_1700.pdf,http://documents.sviva.gov.il/B002_2_959_20210103_0821.pdf,דור 2 3 4 5
1539,סלקום,961,אילת,מרכז מור אילת רח` האנפה,אילת,אילת,194338,385167,אנטנת עוקץ,04/05/2023,29/10/2023,17/07/2024,יש היתר,37.074,6.347,בבניין מגורים קומה 7,http://documents.sviva.gov.il/B001_2_961_20230504_1456.pdf,http://documents.sviva.gov.il/B002_2_961_20231029_1151.pdf,דור 2 3 4 5
1540,סלקום,962,אילת,שד` התמרים 1 אילת,אילת,אילת,195092,385245,אנטנת עוקץ,21/03/2023,30/07/2023,19/03/2024,יש היתר,68.15,7.731,במבנה רחוב שדרות התמרים 4 קומה 3,http://documents.sviva.gov.il/B001_2_962_20230321_1400.pdf,http://documents.sviva.gov.il/B002_2_962_20230730_0913.pdf,דור 2 3 4 5
1541,סלקום,963,רעננה,"סמוך למתחם חח""י שביב הרצליה",רעננה,רעננה,186752,675853,תורן קרקעי,14/08/2024,04/11/2024,23/09/2024,יש היתר,128.85,15,תחנת טרנספורמציה,http://documents.sviva.gov.il/B001_2_963_20240814_0959.pdf,http://documents.sviva.gov.il/B002_2_963_20241104_1157.pdf,דור 2 3 4
1542,סלקום,969,קליה,חוף אטרקציה ים המלח,מגילות ים המלח,מגילות ים המלח,247638,630217,תורן קרקעי,14/07/2022,07/05/2023,26/11/2023,יש היתר,1.772,0.336,בביתן שומר גג,http://documents.sviva.gov.il/B001_2_969_20220714_1311.pdf,http://documents.sviva.gov.il/B002_2_969_20230507_1028.pdf,דור 2 3 4
1543,סלקום,971,קיסריה,קידוח מנשה 22 פארק תעשיות קיסריה,חוף הכרמל,קיסריה,194323,709489,תורן קרקעי,11/02/2021,09/07/2023,19/06/2023,יש היתר,8.135,1.466,מפלס קרקע,http://documents.sviva.gov.il/B001_2_971_20210211_1534.pdf,http://documents.sviva.gov.il/B002_2_971_20230709_1201.pdf,דור 2 3 4 5
1544,סלקום,972,תל אביב -יפו,רח` ברודצקי 36 תל אביב,תל אביב -יפו,תל אביב יפו,181215,668338,אנטנת עוקץ,10/01/2022,04/12/2023,04/07/2024,יש היתר,61.734,7.877,בבניין מגורים רחוב פטאי יוסף 14,http://documents.sviva.gov.il/B001_2_972_20220110_1247.pdf,http://documents.sviva.gov.il/B002_2_972_20231204_1049.pdf,דור 2 3 4 5
1545,סלקום,974,תל אביב -יפו,בית התפוצות רח` חיים לבנון,תל אביב -יפו,תל אביב יפו,181787,669003,אנטנה משתפלת,06/12/2021,09/06/2022,01/05/2024,יש היתר,69.616,7.915,במבנה קומה 2,http://documents.sviva.gov.il/B001_2_974_20211206_0829.pdf,http://documents.sviva.gov.il/B002_2_974_20220609_1122.pdf,דור 3 4 5
1546,סלקום,976,אחיטוב,ליד החממות,עמק חפר,עמק חפר,199840,698672,תורן קרקעי,26/08/2021,02/03/2023,28/08/2024,יש היתר,10.38,1.66,קרקע,http://documents.sviva.gov.il/B001_2_976_20240715_0947.pdf,http://documents.sviva.gov.il/B002_2_976_20230302_1629.pdf,דור 2 3 4 5
1547,סלקום,979,גבעת שמואל,רח` האורנים רמת אילן,גבעת שמואל,גבעת שמואל,185560,663930,מתקן גישה אלחוטי,29/09/2022,29/11/2023,03/07/2024,יש היתר,19.221,2.323,במבנה רחוב התומר 20,http://documents.sviva.gov.il/B001_2_979_20220929_1353.pdf,http://documents.sviva.gov.il/B002_2_979_20231129_0947.pdf,דור 2 3 4
1548,סלקום,980,ישרש,כביש 40,רחובות,גזר,186116,646198,תורן קרקעי,08/02/2015,01/07/2020,05/01/2020,יש היתר,24.14,2.88,קרקע,http://documents.sviva.gov.il/B001_2_980_20241028_0843.pdf,http://documents.sviva.gov.il/B002_2_980_20200701_1725.pdf,דור 3 4
1549,סלקום,982,אורטל,קיבוץ אורטל,גולן,גולן,271263,776422,תורן קרקעי,27/07/2011,13/09/2021,26/08/2024,יש היתר,0.75,0.12,קרקע,http://documents.sviva.gov.il/B001_2_982_20240701_0953.pdf,http://documents.sviva.gov.il/B002_2_982_20210913_1229.pdf,דור 2 3 4 5
